"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-02-27	6460422	512222	4455	13	13
2020-02-28	6460422	512287	4455	14	14
2020-02-29	6460422	512352	4455	15	15
2020-03-01	6460422	512424	4455	17	17
2020-03-02	6460422	512507	4455	17	16
2020-03-03	6460422	512597	4455	19	18
2020-03-04	6460422	512699	4455	22	21
2020-03-05	6460422	512810	4455	24	21
2020-03-06	6460422	512939	4455	28	24
2020-03-07	6460422	513076	4455	31	26
2020-03-08	6460422	513232	4455	36	32
2020-03-09	6460422	513413	4455	43	37
2020-03-10	6460422	513617	4455	53	45
2020-03-11	6460422	513857	4455	62	52
2020-03-12	6460422	514140	4455	85	72
2020-03-13	6460422	514492	4455	98	82
2020-03-14	6460422	514883	4455	119	101
2020-03-15	6460422	515322	4455	147	124
2020-03-16	6460422	515894	4455	180	154
2020-03-17	6460422	516550	4455	215	183
2020-03-18	6460422	517334	4455	271	234
2020-03-19	6460422	518327	4455	338	294
2020-03-20	6460422	519492	4455	422	366
2020-03-21	6460422	520737	4455	505	436
2020-03-22	6460422	522083	4455	580	487
2020-03-23	6460422	523757	4455	679	575
2020-03-24	6460422	525683	4455	790	654
2020-03-25	6460422	527826	4455	911	754
2020-03-26	6460422	530167	4455	1024	840
2020-03-27	6460422	532767	4455	1141	924
2020-03-28	6460422	535306	4455	1245	988
2020-03-29	6460422	537798	4455	1337	1039
2020-03-30	6460422	540436	4455	1466	1123
2020-03-31	6460422	543002	4455	1577	1188
2020-04-01	6460422	545470	4455	1654	1206
2020-04-02	6460422	547916	4455	1752	1251
2020-04-03	6460422	550368	4455	1829	1277
2020-04-04	6460422	552609	4455	1895	1282
2020-04-05	6460422	554800	4455	1971	1306
2020-04-06	6460422	557111	4455	2032	1313
2020-04-07	6460422	559282	4455	2092	1315
2020-04-08	6460422	561313	4455	2150	1286
2020-04-09	6460422	563169	4455	2202	1283
2020-04-10	6460422	564936	4455	2252	1290
2020-04-11	6460422	566516	4455	2282	1260
2020-04-12	6460422	568040	4455	2316	1241
2020-04-13	6460422	569555	4455	2361	1225
2020-04-14	6460422	571084	4455	2399	1203
2020-04-15	6460422	572527	4455	2424	1178
2020-04-16	6460422	573858	4455	2454	1144
2020-04-17	6460422	575147	4455	2480	1113
2020-04-18	6460422	576296	4455	2499	1068
2020-04-19	6460422	577417	4455	2519	1037
2020-04-20	6460422	578577	4455	2546	1016
2020-04-21	6460422	579691	4455	2569	981
2020-04-22	6460422	580725	4455	2584	923
2020-04-23	6460422	581718	4455	2600	882
2020-04-24	6460422	582655	4455	2619	865
2020-04-25	6460422	583463	4455	2633	833
2020-04-26	6460422	584241	4455	2646	806
2020-04-27	6460422	585004	4455	2660	785
2020-04-28	6460422	585783	4455	2675	764
2020-04-29	6460422	586504	4455	2687	736
2020-04-30	6460422	587201	4455	2705	712
2020-05-01	6460422	587844	4455	2714	678
2020-05-02	6460422	588404	4455	2723	639
2020-05-03	6460422	588948	4455	2734	626
2020-05-04	6460422	589540	4455	2746	615
2020-05-05	6460422	590065	4455	2749	574
2020-05-06	6460422	590605	4455	2756	548
2020-05-07	6460422	591119	4455	2766	527
2020-05-08	6460422	591632	4455	2773	495
2020-05-09	6460422	592097	4455	2778	473
2020-05-10	6460422	592544	4455	2782	455
2020-05-11	6460422	593020	4455	2790	449
2020-05-12	6460422	593467	4455	2792	407
2020-05-13	6460422	593888	4455	2796	391
2020-05-14	6460422	594276	4455	2805	365
2020-05-15	6460422	594643	4455	2808	348
2020-05-16	6460422	594967	4455	2816	333
2020-05-17	6460422	595305	4455	2820	327
2020-05-18	6460422	595675	4455	2824	322
2020-05-19	6460422	596021	4455	2825	288
2020-05-20	6460422	596353	4455	2827	278
2020-05-21	6460422	596651	4455	2829	257
2020-05-22	6460422	596979	4455	2833	246
2020-05-23	6460422	597271	4455	2837	231
2020-05-24	6460422	597555	4455	2844	230
2020-05-25	6460422	597874	4455	2845	220
2020-05-26	6460422	598187	4455	2849	197
2020-05-27	6460422	598470	4455	2853	183
2020-05-28	6460422	598732	4455	2854	175
2020-05-29	6460422	598996	4455	2857	165
2020-05-30	6460422	599243	4455	2860	156
2020-05-31	6460422	599485	4455	2863	158
2020-06-01	6460422	599731	4455	2868	156
2020-06-02	6460422	599999	4455	2869	151
2020-06-03	6460422	600258	4455	2874	137
2020-06-04	6460422	600502	4455	2880	135
2020-06-05	6460422	600729	4455	2883	132
2020-06-06	6460422	600923	4455	2885	130
2020-06-07	6460422	601117	4455	2888	129
2020-06-08	6460422	601311	4455	2888	127
2020-06-09	6460422	601485	4455	2890	120
2020-06-10	6460422	601643	4455	2892	117
2020-06-11	6460422	601805	4455	2893	113
2020-06-12	6460422	601958	4455	2896	110
2020-06-13	6460422	602092	4455	2898	108
2020-06-14	6460422	602225	4455	2898	107
2020-06-15	6460422	602361	4455	2899	106
2020-06-16	6460422	602497	4455	2901	97
2020-06-17	6460422	602625	4455	2901	88
2020-06-18	6460422	602754	4455	2902	81
2020-06-19	6460422	602879	4455	2902	74
2020-06-20	6460422	602985	4455	2904	74
2020-06-21	6460422	603092	4455	2904	70
2020-06-22	6460422	603202	4455	2907	72
2020-06-23	6460422	603313	4455	2908	65
2020-06-24	6460422	603423	4455	2909	61
2020-06-25	6460422	603540	4455	2909	59
2020-06-26	6460422	603653	4455	2909	53
2020-06-27	6460422	603745	4455	2909	49
2020-06-28	6460422	603841	4455	2909	45
2020-06-29	6460422	603946	4455	2909	45
2020-06-30	6460422	604037	4455	2911	45
2020-07-01	6460422	604126	4455	2911	41
2020-07-02	6460422	604208	4455	2914	43
2020-07-03	6460422	604290	4455	2914	40
2020-07-04	6460422	604362	4455	2915	41
2020-07-05	6460422	604437	4455	2915	39
2020-07-06	6460422	604516	4455	2915	38
2020-07-07	6460422	604597	4455	2916	36
2020-07-08	6460422	604676	4455	2918	33
2020-07-09	6460422	604755	4455	2919	33
2020-07-10	6460422	604844	4455	2920	34
2020-07-11	6460422	604925	4455	2920	32
2020-07-12	6460422	605006	4455	2921	33
2020-07-13	6460422	605094	4455	2921	32
2020-07-14	6460422	605183	4455	2921	29
2020-07-15	6460422	605265	4455	2922	29
2020-07-16	6460422	605343	4455	2923	28
2020-07-17	6460422	605419	4455	2923	28
2020-07-18	6460422	605502	4455	2923	27
2020-07-19	6460422	605588	4455	2924	28
2020-07-20	6460422	605677	4455	2925	28
2020-07-21	6460422	605765	4455	2927	28
2020-07-22	6460422	605842	4455	2928	28
2020-07-23	6460422	605926	4455	2929	26
2020-07-24	6460422	606008	4455	2930	25
2020-07-25	6460422	606093	4455	2931	22
2020-07-26	6460422	606180	4455	2934	23
2020-07-27	6460422	606275	4455	2937	26
2020-07-28	6460422	606373	4455	2937	26
2020-07-29	6460422	606462	4455	2937	25
2020-07-30	6460422	606555	4455	2940	27
2020-07-31	6460422	606652	4455	2944	30
2020-08-01	6460422	606750	4455	2946	31
2020-08-02	6460422	606858	4455	2948	32
