"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-02-27	0	61	0	22295	13
2020-02-28	0	126	0	24010	14
2020-02-29	0	191	0	25725	15
2020-03-01	0	263	0	29155	17
2020-03-02	0	346	0	29155	16
2020-03-03	0	436	0	32585	18
2020-03-04	0	538	0	37730	21
2020-03-05	0	649	0	41160	21
2020-03-06	0	778	0	48020	24
2020-03-07	0	915	0	53165	26
2020-03-08	0	1071	0	61740	32
2020-03-09	0	1252	0	73745	37
2020-03-10	0	1456	0	90895	45
2020-03-11	0	1696	0	106330	52
2020-03-12	0	1979	0	145775	72
2020-03-13	0	2331	0	168070	82
2020-03-14	0	2722	0	204085	101
2020-03-15	0	3161	0	252105	123
2020-03-16	0	3733	0	308700	153
2020-03-17	0	4389	0	368725	182
2020-03-18	0	5173	0	464765	233
2020-03-19	0	6166	0	579670	293
2020-03-20	0	7331	0	723730	365
2020-03-21	0	8576	0	866075	435
2020-03-22	0	9922	0	994700	486
2020-03-23	0	11596	0	1164485	575
2020-03-24	0	13522	0	1354850	654
2020-03-25	0	15665	0	1562365	754
2020-03-26	0	18006	0	1756160	840
2020-03-27	0	20606	0	1956815	923
2020-03-28	0	23145	0	2135175	987
2020-03-29	0	25637	0	2292955	1038
2020-03-30	0	28275	0	2514190	1122
2020-03-31	0	30841	0	2704555	1187
2020-04-01	0	33309	0	2836610	1205
2020-04-02	0	35755	0	3004680	1250
2020-04-03	0	38207	0	3136735	1277
2020-04-04	0	40448	0	3249925	1282
2020-04-05	0	42639	0	3380265	1306
2020-04-06	0	44950	0	3484880	1313
2020-04-07	0	47121	0	3587780	1315
2020-04-08	0	49152	0	3687250	1286
2020-04-09	0	51008	0	3776430	1283
2020-04-10	0	52775	0	3862180	1290
2020-04-11	0	54355	0	3913630	1260
2020-04-12	0	55879	0	3971940	1241
2020-04-13	0	57394	0	4049115	1225
2020-04-14	0	58923	0	4114285	1203
2020-04-15	0	60366	0	4157160	1178
2020-04-16	0	61698	0	4208610	1144
2020-04-17	0	62988	0	4253200	1113
2020-04-18	0	64138	0	4285785	1068
2020-04-19	0	65260	0	4320085	1037
2020-04-20	0	66421	0	4366390	1016
2020-04-21	0	67536	0	4405835	981
2020-04-22	0	68571	0	4431560	923
2020-04-23	0	69565	0	4459000	882
2020-04-24	0	70503	0	4491585	864
2020-04-25	0	71312	0	4515595	833
2020-04-26	0	72091	0	4537890	806
2020-04-27	0	72854	0	4561900	785
2020-04-28	0	73633	0	4587625	764
2020-04-29	0	74354	0	4608205	736
2020-04-30	0	75051	0	4639075	712
2020-05-01	0	75694	0	4654510	678
2020-05-02	0	76254	0	4669945	639
2020-05-03	0	76798	0	4688810	626
2020-05-04	0	77390	0	4709390	615
2020-05-05	0	77915	0	4714535	574
2020-05-06	0	78455	0	4726540	548
2020-05-07	0	78969	0	4743690	527
2020-05-08	0	79482	0	4755695	495
2020-05-09	0	79947	0	4764270	473
2020-05-10	0	80394	0	4771130	455
2020-05-11	0	80870	0	4784850	449
2020-05-12	0	81317	0	4788280	407
2020-05-13	0	81738	0	4795140	391
2020-05-14	0	82126	0	4810575	365
2020-05-15	0	82493	0	4815720	348
2020-05-16	0	82817	0	4829440	333
2020-05-17	0	83155	0	4836300	327
2020-05-18	0	83525	0	4843160	322
2020-05-19	0	83871	0	4844875	288
2020-05-20	0	84203	0	4848305	278
2020-05-21	0	84501	0	4851735	257
2020-05-22	0	84829	0	4858595	246
2020-05-23	0	85121	0	4865455	231
2020-05-24	0	85405	0	4877460	230
2020-05-25	0	85724	0	4879175	220
2020-05-26	0	86037	0	4886035	197
2020-05-27	0	86320	0	4892895	183
2020-05-28	0	86582	0	4894610	175
2020-05-29	0	86846	0	4899755	165
2020-05-30	0	87093	0	4904900	156
2020-05-31	0	87335	0	4910045	158
2020-06-01	0	87581	0	4918620	156
2020-06-02	0	87849	0	4920335	151
2020-06-03	0	88108	0	4928910	137
2020-06-04	0	88352	0	4939200	135
2020-06-05	0	88579	0	4944345	132
2020-06-06	0	88773	0	4947775	130
2020-06-07	0	88967	0	4952920	129
2020-06-08	0	89161	0	4952920	127
2020-06-09	0	89335	0	4956350	120
2020-06-10	0	89493	0	4959780	117
2020-06-11	0	89655	0	4961495	113
2020-06-12	0	89808	0	4966640	110
2020-06-13	0	89942	0	4970070	108
2020-06-14	0	90075	0	4970070	107
2020-06-15	0	90211	0	4971785	106
2020-06-16	0	90347	0	4975215	97
2020-06-17	0	90475	0	4975215	88
2020-06-18	0	90604	0	4976930	81
2020-06-19	0	90729	0	4976930	74
2020-06-20	0	90835	0	4980360	74
2020-06-21	0	90942	0	4980360	70
2020-06-22	0	91052	0	4985505	72
2020-06-23	0	91163	0	4987220	65
2020-06-24	0	91273	0	4988935	61
2020-06-25	0	91390	0	4988935	59
2020-06-26	0	91503	0	4988935	53
2020-06-27	0	91595	0	4988935	49
2020-06-28	0	91691	0	4988935	45
2020-06-29	0	91796	0	4988935	45
2020-06-30	0	91887	0	4992365	45
2020-07-01	0	91976	0	4992365	41
2020-07-02	0	92058	0	4997510	43
2020-07-03	0	92140	0	4997510	40
2020-07-04	0	92212	0	4999225	41
2020-07-05	0	92287	0	4999225	39
2020-07-06	0	92366	0	4999225	38
2020-07-07	0	92447	0	5000940	36
2020-07-08	0	92526	0	5004370	33
2020-07-09	0	92605	0	5006085	33
2020-07-10	0	92694	0	5007800	34
2020-07-11	0	92775	0	5007800	32
2020-07-12	0	92856	0	5009515	33
2020-07-13	0	92944	0	5009515	32
2020-07-14	0	93033	0	5009515	29
2020-07-15	0	93115	0	5011230	29
2020-07-16	0	93193	0	5012945	28
2020-07-17	0	93269	0	5012945	28
2020-07-18	0	93352	0	5012945	27
2020-07-19	0	93438	0	5014660	28
2020-07-20	0	93527	0	5016375	28
2020-07-21	0	93615	0	5019805	28
2020-07-22	0	93692	0	5021520	28
2020-07-23	0	93776	0	5023235	26
2020-07-24	0	93858	0	5024950	25
2020-07-25	0	93943	0	5026665	22
2020-07-26	0	94030	0	5031810	23
2020-07-27	0	94125	0	5036955	26
2020-07-28	0	94223	0	5036955	26
2020-07-29	0	94312	0	5036955	25
2020-07-30	0	94405	0	5042100	27
2020-07-31	0	94502	0	5048960	30
2020-08-01	0	94600	0	5052390	31
2020-08-02	0	94708	0	5055820	32
2020-08-03	0	94826	0	5060965	35
2020-08-04	0	94937	0	5066110	37
2020-08-05	0	95043	0	5069540	36
2020-08-06	0	95148	0	5074685	39
2020-08-07	0	95260	0	5076400	39
2020-08-08	0	95379	0	5078115	40
2020-08-09	0	95511	0	5088405	45
2020-08-10	0	95653	0	5095265	43
2020-08-11	0	95814	0	5100410	45
2020-08-12	0	95977	0	5107270	45
2020-08-13	0	96140	0	5114130	43
2020-08-14	0	96298	0	5124420	48
2020-08-15	0	96452	0	5126135	46
2020-08-16	0	96615	0	5132995	47
2020-08-17	0	96795	0	5146715	55
2020-08-18	0	96970	0	5150145	51
2020-08-19	0	97148	0	5155290	50
2020-08-20	0	97335	0	5165580	52
2020-08-21	0	97516	0	5174155	55
2020-08-22	0	97677	0	5174155	51
2020-08-23	0	97839	0	5182730	53
2020-08-24	0	98005	0	5186160	53
2020-08-25	0	98178	0	5191305	48
2020-08-26	0	98341	0	5191305	46
2020-08-27	0	98489	0	5194735	45
2020-08-28	0	98639	0	5198165	43
2020-08-29	0	98772	0	5203310	44
2020-08-30	0	98907	0	5208455	49
2020-08-31	0	99053	0	5210170	48
2020-09-01	0	99198	0	5213600	44
2020-09-02	0	99349	0	5217030	43
2020-09-03	0	99495	0	5222175	44
2020-09-04	0	99648	0	5229035	48
2020-09-05	0	99801	0	5230750	44
2020-09-06	0	99972	0	5237610	48
2020-09-07	0	100164	0	5242755	49
2020-09-08	0	100370	0	5247900	48
2020-09-09	0	100596	0	5254760	49
2020-09-10	0	100816	0	5263335	52
2020-09-11	0	101056	0	5273625	57
2020-09-12	0	101293	0	5283915	61
2020-09-13	0	101543	0	5290775	63
2020-09-14	0	101834	0	5309640	74
2020-09-15	0	102133	0	5316500	74
2020-09-16	0	102459	0	5318215	69
2020-09-17	0	102803	0	5326790	70
2020-09-18	0	103185	0	5338795	73
2020-09-19	0	103585	0	5362805	86
2020-09-20	0	104005	0	5385100	97
2020-09-21	0	104477	0	5407395	106
2020-09-22	0	104979	0	5426260	113
2020-09-23	0	105524	0	5448555	122
2020-09-24	0	106118	0	5467420	129
2020-09-25	0	106740	0	5498290	143
2020-09-26	0	107357	0	5520585	148
2020-09-27	0	108007	0	5551455	159
