"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-02-27	0	61	0	23972	13
2020-02-28	0	126	0	25816	14
2020-02-29	0	191	0	27660	15
2020-03-01	0	263	0	31348	17
2020-03-02	0	346	0	31348	16
2020-03-03	0	436	0	35036	18
2020-03-04	0	538	0	40568	21
2020-03-05	0	649	0	44256	21
2020-03-06	0	778	0	51632	24
2020-03-07	0	915	0	57164	26
2020-03-08	0	1071	0	66384	32
2020-03-09	0	1252	0	79292	37
2020-03-10	0	1456	0	97732	45
2020-03-11	0	1696	0	114328	52
2020-03-12	0	1979	0	156740	72
2020-03-13	0	2331	0	180712	82
2020-03-14	0	2722	0	219436	101
2020-03-15	0	3161	0	271068	123
2020-03-16	0	3733	0	331920	153
2020-03-17	0	4389	0	396460	182
2020-03-18	0	5173	0	499724	233
2020-03-19	0	6166	0	623272	293
2020-03-20	0	7331	0	778168	365
2020-03-21	0	8576	0	931220	435
2020-03-22	0	9922	0	1069520	486
2020-03-23	0	11596	0	1252076	575
2020-03-24	0	13522	0	1456760	654
2020-03-25	0	15665	0	1679884	754
2020-03-26	0	18006	0	1888256	840
2020-03-27	0	20606	0	2104004	923
2020-03-28	0	23145	0	2295780	987
2020-03-29	0	25637	0	2465428	1038
2020-03-30	0	28275	0	2703304	1122
2020-03-31	0	30841	0	2907988	1187
2020-04-01	0	33309	0	3049976	1205
2020-04-02	0	35755	0	3230688	1250
2020-04-03	0	38207	0	3372676	1277
2020-04-04	0	40448	0	3494380	1282
2020-04-05	0	42639	0	3634524	1306
2020-04-06	0	44950	0	3747008	1313
2020-04-07	0	47121	0	3857648	1315
2020-04-08	0	49152	0	3964600	1286
2020-04-09	0	51008	0	4060488	1283
2020-04-10	0	52775	0	4152688	1290
2020-04-11	0	54355	0	4208008	1260
2020-04-12	0	55879	0	4270704	1241
2020-04-13	0	57394	0	4353684	1225
2020-04-14	0	58923	0	4423756	1203
2020-04-15	0	60366	0	4469856	1178
2020-04-16	0	61698	0	4525176	1144
2020-04-17	0	62988	0	4573120	1113
2020-04-18	0	64138	0	4608156	1068
2020-04-19	0	65260	0	4645036	1037
2020-04-20	0	66421	0	4694824	1016
2020-04-21	0	67536	0	4737236	981
2020-04-22	0	68571	0	4764896	923
2020-04-23	0	69565	0	4794400	882
2020-04-24	0	70503	0	4829436	864
2020-04-25	0	71312	0	4855252	833
2020-04-26	0	72091	0	4879224	806
2020-04-27	0	72854	0	4905040	785
2020-04-28	0	73633	0	4932700	764
2020-04-29	0	74354	0	4954828	736
2020-04-30	0	75051	0	4988020	712
2020-05-01	0	75694	0	5004616	678
2020-05-02	0	76254	0	5021212	639
2020-05-03	0	76798	0	5041496	626
2020-05-04	0	77390	0	5063624	615
2020-05-05	0	77915	0	5069156	574
2020-05-06	0	78455	0	5082064	548
2020-05-07	0	78969	0	5100504	527
2020-05-08	0	79482	0	5113412	495
2020-05-09	0	79947	0	5122632	473
2020-05-10	0	80394	0	5130008	455
2020-05-11	0	80870	0	5144760	449
2020-05-12	0	81317	0	5148448	407
2020-05-13	0	81738	0	5155824	391
2020-05-14	0	82126	0	5172420	365
2020-05-15	0	82493	0	5177952	348
2020-05-16	0	82817	0	5192704	333
2020-05-17	0	83155	0	5200080	327
2020-05-18	0	83525	0	5207456	322
2020-05-19	0	83871	0	5209300	288
2020-05-20	0	84203	0	5212988	278
2020-05-21	0	84501	0	5216676	257
2020-05-22	0	84829	0	5224052	246
2020-05-23	0	85121	0	5231428	231
2020-05-24	0	85405	0	5244336	230
2020-05-25	0	85724	0	5246180	220
2020-05-26	0	86037	0	5253556	197
2020-05-27	0	86320	0	5260932	183
2020-05-28	0	86582	0	5262776	175
2020-05-29	0	86846	0	5268308	165
2020-05-30	0	87093	0	5273840	156
2020-05-31	0	87335	0	5279372	158
2020-06-01	0	87581	0	5288592	156
2020-06-02	0	87849	0	5290436	151
2020-06-03	0	88108	0	5299656	137
2020-06-04	0	88352	0	5310720	135
2020-06-05	0	88579	0	5316252	132
2020-06-06	0	88773	0	5319940	130
2020-06-07	0	88967	0	5325472	129
2020-06-08	0	89161	0	5325472	127
2020-06-09	0	89335	0	5329160	120
2020-06-10	0	89493	0	5332848	117
2020-06-11	0	89655	0	5334692	113
2020-06-12	0	89808	0	5340224	110
2020-06-13	0	89942	0	5343912	108
2020-06-14	0	90075	0	5343912	107
2020-06-15	0	90211	0	5345756	106
2020-06-16	0	90347	0	5349444	97
2020-06-17	0	90475	0	5349444	88
2020-06-18	0	90604	0	5351288	81
2020-06-19	0	90729	0	5351288	74
2020-06-20	0	90835	0	5354976	74
2020-06-21	0	90942	0	5354976	70
2020-06-22	0	91052	0	5360508	72
2020-06-23	0	91163	0	5362352	65
2020-06-24	0	91273	0	5364196	61
2020-06-25	0	91390	0	5364196	59
2020-06-26	0	91503	0	5364196	53
2020-06-27	0	91595	0	5364196	49
