"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-01-01	3	0	0	0	0
2020-01-13	777902	19845	11212	0	0
2020-01-14	777902	19845	11212	0	0
2020-01-15	777902	19845	11212	0	0
2020-01-16	777902	19845	11212	0	0
2020-01-17	777902	19845	11212	0	0
2020-01-18	777902	19845	11212	0	0
2020-01-19	777902	19845	11212	0	0
2020-01-20	4	0	0	0	0
2020-01-21	777902	19845	11212	0	0
2020-01-22	777902	19845	11212	0	0
2020-01-23	777902	19845	11212	0	0
2020-01-24	777902	19845	11212	0	0
2020-01-25	777902	19845	11212	0	0
2020-01-26	777902	19845	11212	0	0
2020-01-27	777902	19845	11212	0	0
2020-01-28	777902	19845	11212	0	0
2020-01-29	5	0	0	0	0
2020-01-30	777902	19845	11212	0	0
2020-01-31	7	1	1	0	0
2020-02-01	10	3	1	0	0
2020-02-02	777902	19845	11212	0	0
2020-02-03	12	3	1	0	0
2020-02-04	777902	19845	11212	0	0
2020-02-05	777902	19845	11212	0	0
2020-02-06	14	3	1	0	0
2020-02-07	16	4	1	0	0
2020-02-08	777902	19845	11212	0	0
2020-02-09	777902	19845	11212	0	0
2020-02-10	21	6	1	0	0
2020-02-11	22	7	1	0	0
2020-02-12	24	7	1	0	0
2020-02-13	25	7	2	0	0
2020-02-14	29	8	2	0	0
2020-02-15	31	9	2	0	0
2020-02-16	34	11	2	0	0
2020-02-17	37	13	2	0	0
2020-02-18	38	14	2	0	0
2020-02-19	43	18	2	0	0
2020-02-20	52	24	4	0	0
2020-02-21	61	27	5	0	0
2020-02-22	66	27	5	0	0
2020-02-23	76	33	7	0	0
2020-02-24	98	40	9	0	0
2020-02-25	122	47	13	0	0
2020-02-26	155	59	17	0	0
2020-02-27	216	79	24	10	10
2020-02-28	279	97	29	11	11
2020-02-29	344	112	34	12	12
2020-03-01	478	152	43	14	14
2020-03-02	620	206	56	14	13
2020-03-03	746	248	62	16	15
2020-03-04	885	299	74	19	18
2020-03-05	1051	371	93	21	18
2020-03-06	1253	467	122	25	22
2020-03-07	1492	575	157	28	24
2020-03-08	1735	676	182	34	30
2020-03-09	2180	895	235	42	35
2020-03-10	2600	1102	284	52	43
2020-03-11	3128	1371	361	62	51
2020-03-12	3705	1671	441	85	71
2020-03-13	4381	2040	530	99	82
2020-03-14	5075	2403	619	119	100
2020-03-15	5833	2786	733	147	123
2020-03-16	6890	3343	888	181	154
2020-03-17	7715	3770	1020	218	184
2020-03-18	8578	4203	1168	273	234
2020-03-19	9403	4621	1314	339	292
2020-03-20	10403	5126	1480	426	367
2020-03-21	11276	5545	1634	508	436
2020-03-22	12025	5880	1775	582	486
2020-03-23	13224	6401	1994	685	579
2020-03-24	14190	6751	2176	799	660
2020-03-25	15221	7130	2358	918	758
2020-03-26	16167	7450	2539	1031	843
2020-03-27	17231	7771	2720	1151	930
2020-03-28	18090	8027	2872	1255	994
2020-03-29	18891	8264	2995	1347	1040
2020-03-30	20015	8527	3168	1479	1129
2020-03-31	20868	8711	3301	1592	1194
2020-04-01	21986	8976	3462	1666	1211
2020-04-02	23012	9195	3580	1765	1254
2020-04-03	24065	9373	3729	1844	1281
2020-04-04	25064	9523	3862	1910	1285
2020-04-05	25850	9652	3959	1989	1310
2020-04-06	27001	9810	4114	2052	1318
2020-04-07	27999	9944	4253	2112	1320
2020-04-08	29036	10061	4386	2171	1287
2020-04-09	29936	10193	4502	2222	1282
2020-04-10	30933	10343	4629	2273	1289
2020-04-11	31766	10444	4709	2302	1254
2020-04-12	32504	10534	4810	2338	1236
2020-04-13	33278	10624	4877	2383	1219
2020-04-14	34035	10710	4983	2420	1196
2020-04-15	34782	10785	5066	2445	1171
2020-04-16	35485	10847	5156	2475	1138
2020-04-17	36184	10910	5224	2501	1108
2020-04-18	36790	10972	5288	2520	1062
2020-04-19	37246	11015	5338	2540	1033
2020-04-20	37895	11093	5406	2567	1014
2020-04-21	38365	11136	5469	2590	978
2020-04-22	38829	11175	5512	2605	921
2020-04-23	39238	11222	5551	2621	879
2020-04-24	39638	11253	5582	2640	862
2020-04-25	40000	11291	5627	2654	831
2020-04-26	40292	11322	5650	2667	807
2020-04-27	40620	11357	5680	2681	784
2020-04-28	40953	11402	5709	2697	763
2020-04-29	41268	11432	5739	2709	735
2020-04-30	41542	11457	5766	2728	711
2020-05-01	41877	11493	5802	2737	676
2020-05-02	42114	11511	5827	2748	638
2020-05-03	42323	11529	5855	2759	624
2020-05-04	42590	11550	5886	2771	615
2020-05-05	42793	11566	5904	2774	573
2020-05-06	43011	11582	5927	2780	546
2020-05-07	43222	11597	5945	2790	524
2020-05-08	43422	11617	5966	2798	493
2020-05-09	43616	11627	5982	2803	471
2020-05-10	43768	11638	5991	2808	453
2020-05-11	43998	11654	6011	2816	447
2020-05-12	44182	11663	6030	2818	405
2020-05-13	44358	11675	6041	2822	387
2020-05-14	44502	11686	6047	2831	361
2020-05-15	44672	11695	6060	2836	345
2020-05-16	44809	11703	6067	2844	329
2020-05-17	44971	11710	6081	2848	322
2020-05-18	45159	11719	6092	2852	317
2020-05-19	45355	11723	6100	2854	284
2020-05-20	45535	11733	6106	2857	274
2020-05-21	45734	11749	6115	2859	253
2020-05-22	45937	11762	6125	2864	242
2020-05-23	46121	11768	6131	2867	226
2020-05-24	46241	11771	6135	2874	225
2020-05-25	46438	11785	6143	2875	215
2020-05-26	46582	11792	6148	2879	192
2020-05-27	46747	11796	6152	2883	178
2020-05-28	46890	11807	6158	2884	170
2020-05-29	47032	11812	6160	2887	160
2020-05-30	47198	11818	6161	2890	151
